PersonId,MetricDate,Copilot Chat (work) in Word prompts submitted,Copilot Chat (work) in PowerPoint prompts submitted,Copilot Chat (work) in Excel prompts submitted,Copilot Chat (web) in Word prompts submitted,Copilot Chat (web) in PowerPoint prompts submitted,Copilot Chat (web) in Excel prompts submitted,Meetings recapped by Copilot,Meeting hours recapped by Copilot,Copilot Chat (Web) prompts submitted in Outlook,Copilot Chat (Web) prompts submitted in Teams,Copilot Enabled User,Copilot Teams Enabled User,Copilot Productivity Apps Enabled User,Copilot Chat Enabled User,Days of active Copilot usage in Word,Days of active Copilot usage in Teams,Days of active Copilot usage in Powerpoint,Days of active Copilot usage in Outlook,Days of active Copilot usage in OneNote,Days of active Copilot usage in Loop,Days of active Copilot usage in Excel,Days of active Copilot chat (work) usage,Days of active Copilot Chat (web) usage,Copilot enabled days for Teams,Copilot enabled days for Productivity App,Copilot enabled days for Power Platform connectors,Copilot enabled days for Intelligent Search,Copilot Chat (work) prompts submitted in Teams,Copilot Chat (work) prompts submitted in Outlook,Copilot chat (work) enabled days,Copilot assisted hours,Copilot actions taken in Word,Copilot actions taken in Teams,Copilot actions taken in Powerpoint,Copilot actions taken in Excel,Copilot actions taken in Outlook,Copilot actions taken in Copilot chat (work),Intelligent recap actions taken,Copilot Chat (web) prompts submitted,Visualize as table actions taken using Copilot in Word,Chat (Copilot in Word) prompts submitted,Add content to presentation actions taken,Organize presentation actions taken,Chat (Copilot in PowerPoint) prompts submitted,Chat (Copilot in Excel) prompts submitted,Total Copilot actions taken,Total Copilot active days,Total Copilot enabled days,Summarize meeting actions taken using Copilot in Teams,Total meetings summarized by Copilot in Teams,Meeting hours summarized by Copilot in Teams,Summarize chat actions taken using Copilot in Teams,Compose chat message actions taken using Copilot in Teams,Total chat conversations summarized by Copilot in Teams,Attended meetings,Meetings,Meeting hours,Uninterrupted hours,Small meeting hours,Multitasking hours,Conflicting meeting hours,Chats sent,Total emails sent using Copilot in Outlook,Summarize email thread actions taken using Copilot in Outlook,Email coaching actions taken using Copilot,Generate email draft actions taken using Copilot in Outlook,Emails sent,Summarize Word document actions taken using Copilot in Word,Summarize presentation actions taken using Copilot in PowerPoint,Create presentation actions taken using Copilot,Rewrite text actions taken using Copilot in Word,Draft Word document actions taken using Copilot,Excel analysis actions taken using Copilot,Create Excel formula actions taken using Copilot,Excel formatting actions taken using Copilot,Copilot chat (work) prompts submitted,Organization,CountryOrRegion,Domain,WeekendDays,IsActive
db8445a5-80d0-4577-9c92-1098c72a7d5a,4/6/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,6,0,10,9,0,0,9,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,2,6,8,0,0,0,0,0,0,6.197945,5.529513,0,46.243904,0.449491,0.026261,0,121,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Skybridge Productivity Center,Luminara,skybridge.luminara.example,"[SATURDAY, SUNDAY]",FALSE
6f176fde-8443-481b-8f6e-f5c2030d9ff1,8/10/25,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,3,0,0,0,0,0,0,0,7,8,7,7,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,25.635308,0,0.099442,0,354,0,0,0,0,118,0,0,0,0,0,0,0,0,0,Sunpeak Delivery Base,Kestrelia,sunpeak.kestrelia.example,"[SATURDAY, SUNDAY]",TRUE
7c33eeff-4f6b-454e-851f-5e06d0a4fff9,7/6/25,0,0,0,0,0,0,0,4.64788,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,9,7,6,9,0,0,0,2.222726,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,8.391414,12.789455,1.173612,0,0.061309,0.068096,271,0,0,0,0,11,0,0,0,0,0,0,0,0,0,Oakfield Advisory Works,Mirelia,oakfield.mirelia.example,"[SATURDAY, SUNDAY]",TRUE
006692b5-7b98-41fd-88ee-139e3a35b418,11/30/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,10,9,6,7,0,0,8,4.54931,0,0,0,0,0,28,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,7.943996,4.252396,1.228727,60.337581,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,Harborline Collaboration Hub,Vestmark,harborline.vestmark.example,"[FRIDAY, SATURDAY]",TRUE
321df81e-64b8-4801-bcce-facff038cd9e,7/13/25,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,9,5,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3.889125,0.847415,16.813922,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,Pinecrest Innovation Yard,Arcteris,pinecrest.arcteris.example,"[SUNDAY, SATURDAY]",TRUE
da3df898-9a8d-4da3-9342-d7d9fa0da308,9/21/25,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,4,9,10,8,0,0,8,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,69,2,0,0,0,0,0,0,0,0,3.675933,4.7226,32.276464,2.703805,0,0,15,0,0,0,0,22,0,0,0,0,0,0,0,0,0,Oakfield Advisory Works,Mirelia,oakfield.mirelia.example,"[SUNDAY, SATURDAY]",FALSE
aa3c4cdd-25c7-4794-bfd2-3e2056328e20,2/1/26,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,9,0,0,0,0,0,3,0,0,8,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,25,0,7,0,0,0,0,0,0,0,12.486025,7.453085,42.007698,25.364376,0.347334,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,Oakfield Advisory Works,Mirelia,oakfield.mirelia.example,"[SATURDAY, SUNDAY]",TRUE
4078ac5f-bcfc-436a-998e-96ad8c78dd54,12/29/24,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,7,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.886076,0,19.931844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,Harborline Collaboration Hub,Vestmark,harborline.vestmark.example,"[FRIDAY, SATURDAY]",TRUE
526ccc9f-59e7-4e10-9d29-4c6e6d47ad53,10/26/25,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,6,10,5,9,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.924388,1.086166,1.064591,2.269662,5.259796,0.81229,3.890132,97,0,0,0,0,6,0,0,0,0,0,0,0,0,49,Aurora Point Campus,Nordhaven,aurora.nordcloud.example,"[SATURDAY, SUNDAY]",TRUE
d9fcd187-a879-4210-8906-f3d7dc859c22,12/28/25,0,0,0,0,0,0,0,1.382225,0,0,1,1,1,1,0,3,0,0,0,0,0,1,0,8,6,9,11,0,0,7,8.035489,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,18.703688,0,1.423231,3.511087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Maplecore Experience Lab,Aventine,maplecore.aventine.example,"[FRIDAY, SATURDAY]",FALSE
806834d6-1048-4e04-905f-1f199a7b22e7,3/30/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,5,0,0,0,0,0,0,0,9,7,8,9,0,2,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,1,10,0,0,0,0,0,0,0,0,21.708908,23.840222,0,1.494601,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunpeak Delivery Base,Kestrelia,sunpeak.kestrelia.example,"[FRIDAY, SATURDAY]",TRUE
8ad28f27-586a-4cf1-9726-eba24a73eddd,6/15/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,7,6,8,10,1,0,10,1.222195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8,0,0,0,0,0,0,0,2.126027,22.237743,31.263589,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunpeak Delivery Base,Kestrelia,sunpeak.kestrelia.example,"[SUNDAY, SATURDAY]",FALSE
ec78a7bc-bea1-4fcc-8ba8-121f584a11d9,3/2/25,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,4,0,0,0,0,0,0,0,10,4,7,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5.709809,14.537024,5.347042,1.159323,0.393362,0,48,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Maplecore Experience Lab,Aventine,maplecore.aventine.example,"[SUNDAY, SATURDAY]",TRUE
c0477ee7-e14f-4f10-8493-81e452b6045f,2/1/26,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,11,5,11,7,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.125346,0,19.779692,18.719574,3.655605,1.850356,0,64,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Mariner Data House,Solstrand,mariner.solstrand.example,"[FRIDAY, SATURDAY]",FALSE
c8f7a161-638e-489c-9e71-9347e5cc868e,10/12/25,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,10,7,0,0,0,0,7,0.333227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,1.091181,0,0,0.676785,0,114,0,0,0,0,32,0,0,0,0,0,0,0,0,0,Oakfield Advisory Works,Mirelia,oakfield.mirelia.example,"[SUNDAY, SATURDAY]",FALSE
ed33ea19-cb34-4dc6-8dcb-d309e53cca02,7/13/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,4,5,6,6,11,0,0,11,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,23,5,8,0,0,0,0,0,0,0,0,0,6.445241,0,0.675157,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,Harborline Collaboration Hub,Vestmark,harborline.vestmark.example,"[FRIDAY, SATURDAY]",TRUE
296c6a50-d281-495a-b1c0-9fee17afa7f8,4/6/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5,6,6,9,1,0,0,0.538437,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,2.932821,20.17552,7.323212,0.010071,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oakfield Advisory Works,Mirelia,oakfield.mirelia.example,"[SATURDAY, SUNDAY]",TRUE
549571df-ec10-4ecb-be62-9c0598eb5f42,2/9/25,0,0,0,0,0,0,4,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,5,7,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6.627626,4.788842,30.186835,1.035957,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harborline Collaboration Hub,Vestmark,harborline.vestmark.example,"[SATURDAY, SUNDAY]",TRUE
87112d93-9f2a-474c-a00a-f06b375b69e9,6/29/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,6,7,9,7,6,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,49,2,8,0,0,0,0,0,0,0,0,3.435845,37.301065,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oakfield Advisory Works,Mirelia,oakfield.mirelia.example,"[FRIDAY, SATURDAY]",TRUE
7ec48bc4-afcd-4a17-b6da-53a72a23efd4,2/9/25,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,7,6,7,8,0,0,6,1.828074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,35.714317,3.926557,0,0,0.166571,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Granitebay Productivity Loft,Cressida,granitebay.cressida.example,"[FRIDAY, SATURDAY]",TRUE
7badbac0-8db1-4364-99df-e74f99240b72,2/9/25,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,9,8,8,9,0,0,7,0.10148,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,2.384625,0,9.218765,40.655073,0,0,0,7,0,0,0,0,19,0,0,0,0,0,0,0,0,4,Maplecore Experience Lab,Aventine,maplecore.aventine.example,"[SATURDAY, SUNDAY]",TRUE
e28649b3-ddb2-41e0-afc9-f93417acca18,11/2/25,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,9,10,10,7,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0.727636,23.866144,10.526504,22.501944,0.264129,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,Mariner Data House,Solstrand,mariner.solstrand.example,"[SUNDAY, SATURDAY]",TRUE
6e5d972c-6085-41f0-9585-40a20544ece2,8/31/25,0,0,0,0,0,0,0,0,0,12,1,1,1,1,0,6,0,0,0,0,0,3,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,18.061441,0,4.011917,0,0.070013,0,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Northforge Operations Studio,Terralis,northforge.terralis.example,"[FRIDAY, SATURDAY]",TRUE
25943767-d045-4309-8381-505acd073ceb,11/2/25,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,3,0,0,0,0,0,0,0,11,10,0,4,0,0,5,0.751517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,25.869397,74.747398,0,5.712394,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Skybridge Productivity Center,Luminara,skybridge.luminara.example,"[SATURDAY, SUNDAY]",TRUE
f1d4fb95-1de8-43e0-ae89-23ea514686fd,10/12/25,0,0,0,0,0,0,2,0,0,0,1,1,2,1,0,5,0,1,0,1,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,5.720746,2.249725,12.688224,63.670545,17.129573,0.055863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aurora Point Campus,Nordhaven,aurora.nordcloud.example,"[SATURDAY, SUNDAY]",TRUE
9ad70dd4-254d-4458-b291-bf5e724a7d29,1/12/25,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,4,0,9,9,0,11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0.66038,0,17.421905,0.435563,0,184,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bluehaven Service Arena,Driftland,bluehaven.driftland.example,"[FRIDAY, SATURDAY]",TRUE
7abdec8d-3648-444e-bdbe-d351d34a9bf8,4/6/25,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,10,6,5,0,0,0,8,1.73375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,6,0,0,0,0,0,0,11.142423,5.110691,0,4.62439,0,0.035556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harborline Collaboration Hub,Vestmark,harborline.vestmark.example,"[SATURDAY, SUNDAY]",FALSE
7f236d88-0767-453a-86ce-3f0269262912,11/30/25,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,0,0,0,0,0,0,0,1.262718,19.634024,43.088098,5.366378,0,0,29,0,0,0,0,71,0,0,0,0,0,0,0,0,0,Mariner Data House,Solstrand,mariner.solstrand.example,"[SATURDAY, SUNDAY]",TRUE
e1b0ccc7-2b08-43e1-b33d-9750dbd0fd46,3/23/25,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,11,6,6,9,0,0,8,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9.743798,4.219895,7.223679,1.16881,0.058264,0,17,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Mariner Data House,Solstrand,mariner.solstrand.example,"[FRIDAY, SATURDAY]",TRUE
bb4fbaf2-1544-4cfb-85c4-b34b2843304e,11/23/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,8,0,0,9,10,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,6.228975,7.50889,0,62.611651,0,0.463071,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Granitebay Productivity Loft,Cressida,granitebay.cressida.example,"[SUNDAY, SATURDAY]",TRUE
71b06e58-3bc1-47c0-b018-0c98433b717d,6/1/25,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,3,0,0,0,0,0,0,0,7,7,5,10,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0.905361,0,0,46.401738,0,0.139449,7.400551,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Maplecore Experience Lab,Aventine,maplecore.aventine.example,"[FRIDAY, SATURDAY]",FALSE
92d56222-be3a-4315-9d19-90e08b42d6e9,7/27/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3,0,0,6,11,8,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,2.070296,0.808511,10.42602,4.719148,0,0,136,0,0,0,0,68,0,0,0,0,0,0,0,0,0,Skybridge Productivity Center,Luminara,skybridge.luminara.example,"[FRIDAY, SATURDAY]",TRUE
08ed1e5e-607c-4fc1-a4e6-abdc2711e29e,1/26/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,4,0,9,8,6,8,0,0,0,0.563293,0,4,0,0,0,29,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,11.022836,0,0.275474,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunpeak Delivery Base,Kestrelia,sunpeak.kestrelia.example,"[SATURDAY, SUNDAY]",TRUE
fc0fde7b-61d1-4418-b701-9e45535672c5,6/1/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,11,7,7,0,0,11,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5.813399,3.490386,18.177494,0,0.651687,0,7,0,0,0,0,58,0,0,0,0,0,0,0,0,1,Northforge Operations Studio,Terralis,northforge.terralis.example,"[SUNDAY, SATURDAY]",TRUE
425e876f-0f6c-48ef-952f-ff27cdecddd9,8/17/25,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,0,2,0,0,0,8,6,0,0,7,4.279736,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3.801543,0.401738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mariner Data House,Solstrand,mariner.solstrand.example,"[SUNDAY, SATURDAY]",TRUE
7f44eb71-95e7-4181-91c7-ee75185de7de,1/18/26,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,4,0,10,5,0,5,0,0,8,0,0,20,0,0,0,52,0,0,0,0,0,0,0,0,33,1,8,0,0,0,0,0,0,0,5.84647,2.740759,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Riverside Cloud Atelier,Eldoria,riverside.eldoria.example,"[FRIDAY, SATURDAY]",TRUE
31043192-4d00-4072-8f75-2f6dbc2f29b3,2/9/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,8,11,8,8,0,0,4,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,3.776173,2.743613,5.043688,18.77808,9.528487,0,2.53775,277,0,0,0,0,30,0,0,0,0,0,0,0,0,0,Oakfield Advisory Works,Mirelia,oakfield.mirelia.example,"[SUNDAY, SATURDAY]",TRUE
e60bbc04-bfd0-4ba1-98bf-4fb49d724f76,2/16/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,6,9,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,5.71258,0,2.403046,0,0.97899,0.571248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harborline Collaboration Hub,Vestmark,harborline.vestmark.example,"[FRIDAY, SATURDAY]",TRUE
90ee8e75-4913-4a8a-a6d0-2efddbc60bac,4/6/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5,7,8,9,9,0,0,10,0.588288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,22.601508,0.922634,0,23.716208,0,0,0,150,0,0,0,0,5,0,0,0,0,0,0,0,0,0,Sunpeak Delivery Base,Kestrelia,sunpeak.kestrelia.example,"[FRIDAY, SATURDAY]",TRUE
0c03cfe3-7e1f-46fc-85e4-61b57d90df67,2/16/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,8,7,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9.880224,0,13.249935,0,0,0,176,0,0,0,0,30,0,0,0,0,0,0,0,0,0,Granitebay Productivity Loft,Cressida,granitebay.cressida.example,"[SUNDAY, SATURDAY]",TRUE
ee2c9ee5-8d38-45d9-b0c9-51e2877cb3fb,9/21/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,8,10,11,5,0,0,6,0.556841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,0,0,0,0,0,0,0,0,0.946521,97.272428,4.518266,0.169602,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pinecrest Innovation Yard,Arcteris,pinecrest.arcteris.example,"[SATURDAY, SUNDAY]",TRUE
246cb3c2-2cae-4c81-854c-3aa769ff1f12,4/13/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,7,6,5,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,21.609493,11.809979,17.873979,21.487951,0.347217,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Riverside Cloud Atelier,Eldoria,riverside.eldoria.example,"[SATURDAY, SUNDAY]",TRUE
fc289c13-9e74-4ec6-aee6-1230ef4385cd,3/9/25,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,5,0,10,7,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,7,8,0,0,0,0,0,0,7.591333,7.448188,0,31.572431,0,2.383123,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,Oakfield Advisory Works,Mirelia,oakfield.mirelia.example,"[FRIDAY, SATURDAY]",FALSE
fe9a410b-44ff-4b54-81dd-dcd3b5c00cb8,8/31/25,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,7,6,9,0,0,10,2.033813,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,5.855232,0,13.381639,9.058349,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,Northforge Operations Studio,Terralis,northforge.terralis.example,"[SATURDAY, SUNDAY]",TRUE
c7cafdef-4e6d-4d63-ad58-13d89d49e0a4,3/23/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,6,0,10,5,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,5.410049,5.262172,0,16.681658,0.716957,1.486635,1.136389,12,0,0,0,0,71,0,0,0,0,0,0,0,0,0,Mariner Data House,Solstrand,mariner.solstrand.example,"[FRIDAY, SATURDAY]",TRUE
e013c0c1-235a-451e-b8a5-0300a3782768,10/5/25,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,1,0,0,0,0,0,3,0,7,0,10,7,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,7.960075,0,15.703536,48.110747,4.037509,0.005359,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mariner Data House,Solstrand,mariner.solstrand.example,"[SUNDAY, SATURDAY]",TRUE
d5d76daf-02fa-4dd8-81b8-cbc5b5ef239a,7/13/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,5,0,7,6,9,5,0,0,8,3.723877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2.742293,9.642374,1.913843,0,0.580707,100,0,0,0,0,22,0,0,0,0,0,0,0,0,13,Mariner Data House,Solstrand,mariner.solstrand.example,"[FRIDAY, SATURDAY]",TRUE
1872d87e-dcc4-4a9b-8b1c-c073cf25a1a3,2/1/26,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,9,0,0,0,0,0,0,0,0.723246,5.498863,20.118045,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Mariner Data House,Solstrand,mariner.solstrand.example,"[SATURDAY, SUNDAY]",TRUE
ce94a417-afb3-479c-867c-77832a73624b,6/22/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,6,10,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,55.800316,5.021379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,Pinecrest Innovation Yard,Arcteris,pinecrest.arcteris.example,"[SUNDAY, SATURDAY]",TRUE
bce2ba46-f3c1-46d5-93c6-43a696744571,10/5/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,6,0,8,9,0,0,10,0.509299,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,10.387986,5.106691,0,14.999155,0.665343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pinecrest Innovation Yard,Arcteris,pinecrest.arcteris.example,"[SUNDAY, SATURDAY]",TRUE
6a19ae1c-b08e-451c-9742-e979948c19b8,9/7/25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,7,10,0,0,0,0,0,0,0,4.419437,9.547427,15.712091,5.303549,0.121153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Pinecrest Innovation Yard,Arcteris,pinecrest.arcteris.example,"[FRIDAY, SATURDAY]",TRUE
